order_id,customer_id,amount,product_category,city,payment_method,Segment,Churn_Risk,R_score,F_score,M_score,year,month,month_name,quarter,week,date_str
ORD009518,CUST0958,3719.67,Clothing,Delhi,UPI,Champions,Low,5,5,5,2023,5,May,Q2,21,2023-05-26
ORD004768,CUST0478,363.96,Books,Mumbai,Debit Card,Hibernating,Very High,1,3,3,2022,7,July,Q3,30,2022-07-26
ORD004100,CUST0424,184.28,Clothing,Jaipur,Credit Card,At Risk,High,2,3,2,2022,1,January,Q1,4,2022-01-28
ORD002424,CUST0238,2676.57,Electronics,Surat,Credit Card,Loyal Customers,Low,5,5,5,2022,10,October,Q4,42,2022-10-22
ORD001370,CUST0129,4039.76,Beauty,Bangalore,NetBanking,Champions,Low,5,5,5,2022,1,January,Q1,1,2022-01-03
ORD009563,CUST0961,3378.61,Beauty,Surat,COD,Champions,Low,4,5,5,2023,8,August,Q3,34,2023-08-27
ORD006865,CUST0697,1516.22,Electronics,Surat,Debit Card,Loyal Customers,Low,4,5,5,2022,3,March,Q1,10,2022-03-09
ORD001157,CUST0107,374.84,Home & Kitchen,Bangalore,Credit Card,At Risk,High,2,4,4,2023,3,March,Q1,12,2023-03-21
ORD008295,CUST0857,1764.01,Electronics,Surat,Debit Card,Champions,Low,5,5,5,2023,3,March,Q1,13,2023-03-27
ORD004978,CUST0503,666.32,Beauty,Jaipur,Credit Card,At Risk,High,3,4,4,2023,3,March,Q1,11,2023-03-15
ORD005617,CUST0585,292.95,Electronics,Delhi,COD,At Risk,High,2,3,2,2022,1,January,Q1,1,2022-01-05
ORD005502,CUST0566,314.26,Clothing,Surat,Debit Card,Hibernating,Very High,2,2,2,2022,7,July,Q3,30,2022-07-25
ORD002466,CUST0240,852.23,Home & Kitchen,Kolkata,Debit Card,Loyal Customers,Low,5,5,5,2022,7,July,Q3,29,2022-07-24
ORD003551,CUST0357,1695.51,Books,Ahmedabad,NetBanking,Champions,Low,5,5,5,2023,1,January,Q1,5,2023-01-31
ORD001181,CUST0110,958.66,Clothing,Kolkata,Debit Card,Champions,Low,5,5,5,2023,1,January,Q1,4,2023-01-27
ORD009592,CUST0962,446.01,Clothing,Jaipur,Credit Card,Hibernating,Very High,2,3,3,2023,1,January,Q1,4,2023-01-25
ORD004346,CUST0440,1924.1,Electronics,Delhi,NetBanking,Champions,Low,5,5,5,2022,6,June,Q2,26,2022-06-27
ORD002996,CUST0303,244.97,Clothing,Delhi,Credit Card,Hibernating,Very High,2,1,1,2023,2,February,Q1,6,2023-02-06
ORD006352,CUST0643,1227.94,Books,Chennai,Credit Card,Loyal Customers,Low,5,5,5,2023,10,October,Q4,44,2023-10-30
ORD000766,CUST0067,767.93,Clothing,Mumbai,UPI,Loyal Customers,Low,5,5,5,2022,3,March,Q1,10,2022-03-12
ORD000331,CUST0030,2407.08,Electronics,Surat,UPI,Champions,Low,5,5,5,2023,8,August,Q3,32,2023-08-07
ORD009756,CUST0978,1002.17,Beauty,Delhi,Credit Card,Champions,Low,5,5,5,2022,10,October,Q4,41,2022-10-16
ORD003616,CUST0370,2027.98,Clothing,Hyderabad,COD,Champions,Low,5,5,5,2023,3,March,Q1,12,2023-03-21
ORD009342,CUST0941,353.1,Sports,Hyderabad,NetBanking,At Risk,High,3,4,4,2022,5,May,Q2,18,2022-05-06
ORD001311,CUST0124,441.44,Clothing,Mumbai,Credit Card,Loyal Customers,Low,4,4,4,2022,11,November,Q4,45,2022-11-08
ORD009076,CUST0916,283.48,Beauty,Hyderabad,Credit Card,At Risk,High,3,4,4,2022,11,November,Q4,44,2022-11-04
ORD007783,CUST0802,1078.62,Electronics,Kolkata,UPI,Loyal Customers,Low,3,4,4,2022,1,January,Q1,2,2022-01-13
ORD003376,CUST0343,508.57,Electronics,Ahmedabad,UPI,Loyal Customers,Low,5,4,4,2023,8,August,Q3,32,2023-08-10
ORD001966,CUST0189,76.29,Beauty,Bangalore,Debit Card,Hibernating,Very High,1,1,1,2022,6,June,Q2,23,2022-06-11
ORD008949,CUST0902,2191.75,Home & Kitchen,Chennai,Debit Card,Champions,Low,5,5,5,2023,4,April,Q2,17,2023-04-24
ORD003188,CUST0330,554.0,Electronics,Ahmedabad,Credit Card,Loyal Customers,Low,4,5,5,2023,3,March,Q1,12,2023-03-25
ORD008571,CUST0879,900.12,Home & Kitchen,Mumbai,UPI,Champions,Low,5,5,5,2023,10,October,Q4,40,2023-10-02
ORD008694,CUST0886,510.22,Home & Kitchen,Chennai,Debit Card,Loyal Customers,Low,4,4,4,2023,1,January,Q1,3,2023-01-19
ORD009724,CUST0976,631.11,Clothing,Chennai,UPI,Loyal Customers,Low,4,5,5,2023,10,October,Q4,41,2023-10-14
ORD001156,CUST0107,567.24,Clothing,Surat,COD,At Risk,High,2,4,4,2022,4,April,Q2,13,2022-04-03
ORD005380,CUST0557,513.63,Sports,Mumbai,Debit Card,At Risk,High,4,4,4,2022,8,August,Q3,32,2022-08-13
ORD005004,CUST0506,1074.97,Home & Kitchen,Jaipur,UPI,Loyal Customers,Low,5,5,5,2022,11,November,Q4,47,2022-11-22
ORD009004,CUST0908,470.19,Clothing,Delhi,Credit Card,At Risk,High,3,4,4,2023,4,April,Q2,14,2023-04-09
ORD007433,CUST0761,1493.69,Home & Kitchen,Chennai,NetBanking,Loyal Customers,Low,3,4,5,2022,4,April,Q2,15,2022-04-16
ORD008825,CUST0897,1122.09,Sports,Pune,Debit Card,Loyal Customers,Low,4,5,5,2023,8,August,Q3,31,2023-08-04
ORD000857,CUST0073,2387.55,Books,Kolkata,Debit Card,Champions,Low,5,5,5,2022,5,May,Q2,18,2022-05-03
ORD004705,CUST0471,2588.36,Electronics,Pune,Debit Card,Champions,Low,5,5,5,2023,11,November,Q4,47,2023-11-26
ORD004961,CUST0499,344.52,Beauty,Chennai,UPI,At Risk,High,4,2,2,2023,10,October,Q4,43,2023-10-26
ORD003772,CUST0378,2071.07,Clothing,Chennai,UPI,Champions,Low,5,5,5,2022,12,December,Q4,48,2022-12-01
ORD008175,CUST0849,216.9,Clothing,Surat,COD,At Risk,High,2,3,2,2022,10,October,Q4,39,2022-10-01
ORD006196,CUST0629,1679.96,Home & Kitchen,Jaipur,NetBanking,Champions,Low,5,5,5,2023,11,November,Q4,44,2023-11-04
ORD002465,CUST0240,1099.62,Beauty,Hyderabad,Debit Card,Loyal Customers,Low,5,5,5,2023,10,October,Q4,43,2023-10-29
ORD008356,CUST0864,797.82,Home & Kitchen,Ahmedabad,NetBanking,At Risk,High,4,4,4,2023,2,February,Q1,7,2023-02-15
ORD000795,CUST0069,378.69,Home & Kitchen,Kolkata,UPI,Loyal Customers,Low,5,5,5,2023,4,April,Q2,14,2023-04-07
ORD007047,CUST0709,535.46,Sports,Mumbai,UPI,Loyal Customers,Low,4,5,4,2022,4,April,Q2,16,2022-04-20
ORD003208,CUST0332,764.78,Beauty,Kolkata,UPI,At Risk,High,2,1,3,2023,4,April,Q2,16,2023-04-19
ORD002883,CUST0292,849.7,Clothing,Delhi,Credit Card,Loyal Customers,Low,5,5,5,2023,11,November,Q4,47,2023-11-22
ORD002772,CUST0284,2431.34,Electronics,Pune,UPI,Champions,Low,5,5,5,2023,5,May,Q2,18,2023-05-06
ORD005166,CUST0527,593.79,Home & Kitchen,Hyderabad,NetBanking,At Risk,High,3,4,4,2022,7,July,Q3,27,2022-07-05
ORD000656,CUST0059,771.34,Home & Kitchen,Chennai,Credit Card,Champions,Low,5,5,5,2023,5,May,Q2,18,2023-05-04
ORD006238,CUST0633,249.11,Home & Kitchen,Kolkata,Debit Card,Hibernating,Very High,2,3,3,2023,1,January,Q1,1,2023-01-04
ORD008830,CUST0897,1537.49,Sports,Delhi,Credit Card,Loyal Customers,Low,4,5,5,2023,4,April,Q2,15,2023-04-10
ORD003882,CUST0393,515.63,Clothing,Delhi,Credit Card,At Risk,High,3,4,3,2022,7,July,Q3,29,2022-07-24
ORD003406,CUST0345,785.01,Home & Kitchen,Jaipur,COD,Loyal Customers,Low,3,4,4,2023,4,April,Q2,15,2023-04-11
ORD002276,CUST0222,353.98,Home & Kitchen,Ahmedabad,NetBanking,Hibernating,Very High,1,3,3,2022,7,July,Q3,30,2022-07-25
ORD002612,CUST0260,1227.45,Books,Mumbai,NetBanking,Loyal Customers,Low,5,5,5,2022,11,November,Q4,45,2022-11-12
ORD000145,CUST0011,1771.96,Home & Kitchen,Hyderabad,COD,Champions,Low,5,5,5,2022,1,January,Q1,2,2022-01-12
ORD006420,CUST0651,1998.13,Electronics,Mumbai,NetBanking,Champions,Low,5,5,5,2023,1,January,Q1,3,2023-01-21
ORD005740,CUST0591,1153.83,Electronics,Surat,Credit Card,Loyal Customers,Low,4,5,5,2023,3,March,Q1,10,2023-03-08
ORD000569,CUST0048,105.39,Home & Kitchen,Bangalore,UPI,At Risk,High,2,3,3,2022,4,April,Q2,15,2022-04-12
ORD007144,CUST0723,1830.13,Home & Kitchen,Delhi,COD,Champions,Low,5,5,5,2022,11,November,Q4,47,2022-11-22
ORD008092,CUST0840,433.14,Beauty,Jaipur,UPI,At Risk,High,2,2,2,2023,2,February,Q1,8,2023-02-26
ORD003054,CUST0312,2389.09,Home & Kitchen,Hyderabad,UPI,Loyal Customers,Low,4,5,5,2023,1,January,Q1,1,2023-01-05
ORD001459,CUST0136,436.7,Clothing,Surat,Credit Card,At Risk,High,3,4,4,2022,3,March,Q1,10,2022-03-10
ORD005400,CUST0558,1625.2,Beauty,Hyderabad,UPI,Champions,Low,5,5,5,2022,5,May,Q2,20,2022-05-16
ORD003252,CUST0335,1908.55,Clothing,Kolkata,Credit Card,Champions,Low,5,5,5,2022,12,December,Q4,51,2022-12-23
ORD006759,CUST0683,663.64,Clothing,Kolkata,UPI,Loyal Customers,Low,5,4,4,2023,7,July,Q3,29,2023-07-18
ORD006822,CUST0692,300.19,Beauty,Bangalore,UPI,At Risk,High,3,4,4,2022,11,November,Q4,45,2022-11-12
ORD009464,CUST0953,838.59,Clothing,Chennai,Credit Card,Loyal Customers,Low,4,4,4,2022,5,May,Q2,18,2022-05-07
ORD003750,CUST0376,670.78,Electronics,Surat,NetBanking,Loyal Customers,Low,4,4,4,2023,2,February,Q1,9,2023-02-27
ORD008924,CUST0902,1045.35,Sports,Mumbai,COD,Champions,Low,5,5,5,2022,10,October,Q4,42,2022-10-17
ORD003527,CUST0357,2399.33,Beauty,Chennai,COD,Champions,Low,5,5,5,2022,10,October,Q4,41,2022-10-11
ORD006885,CUST0699,569.04,Clothing,Surat,Credit Card,Loyal Customers,Low,3,4,5,2022,3,March,Q1,13,2022-03-30
ORD005488,CUST0565,426.14,Electronics,Pune,UPI,Loyal Customers,Low,3,4,4,2023,7,July,Q3,29,2023-07-23
ORD008657,CUST0883,1688.77,Electronics,Bangalore,Credit Card,Champions,Low,5,5,5,2022,4,April,Q2,13,2022-04-03
ORD002479,CUST0243,339.17,Clothing,Pune,Credit Card,At Risk,High,2,2,2,2023,3,March,Q1,9,2023-03-04
ORD006404,CUST0648,644.95,Beauty,Hyderabad,Credit Card,Hibernating,Very High,1,2,2,2022,1,January,Q1,2,2022-01-12
ORD006701,CUST0675,608.22,Clothing,Chennai,Credit Card,At Risk,High,3,3,3,2023,5,May,Q2,21,2023-05-25
ORD009485,CUST0955,543.79,Home & Kitchen,Bangalore,Debit Card,Loyal Customers,Low,4,4,4,2023,1,January,Q1,3,2023-01-22
ORD007910,CUST0819,734.12,Clothing,Bangalore,UPI,Champions,Low,5,5,5,2023,3,March,Q1,13,2023-03-31
ORD004881,CUST0494,409.61,Electronics,Chennai,UPI,Loyal Customers,Low,5,5,5,2023,7,July,Q3,29,2023-07-21
ORD004129,CUST0425,1218.26,Electronics,Surat,UPI,Champions,Low,5,5,5,2023,2,February,Q1,5,2023-02-01
ORD007551,CUST0773,396.89,Electronics,Hyderabad,Debit Card,Loyal Customers,Low,5,5,4,2023,9,September,Q3,38,2023-09-18
ORD005107,CUST0517,1042.32,Sports,Pune,NetBanking,At Risk,High,3,3,4,2022,5,May,Q2,18,2022-05-02
ORD000001,CUST0001,881.83,Books,Chennai,COD,At Risk,High,2,4,4,2022,4,April,Q2,17,2022-04-25
ORD005191,CUST0529,2120.67,Clothing,Ahmedabad,UPI,Champions,Low,5,5,5,2023,4,April,Q2,14,2023-04-07
ORD000544,CUST0045,583.43,Sports,Surat,UPI,Loyal Customers,Low,4,4,4,2022,11,November,Q4,45,2022-11-08
ORD000350,CUST0030,3290.75,Clothing,Ahmedabad,Credit Card,Champions,Low,5,5,5,2023,2,February,Q1,6,2023-02-10
ORD004395,CUST0441,794.9,Clothing,Kolkata,UPI,Champions,Low,5,5,5,2022,9,September,Q3,35,2022-09-04
ORD008804,CUST0896,797.32,Books,Kolkata,UPI,Loyal Customers,Low,4,4,5,2022,1,January,Q1,4,2022-01-24
ORD002514,CUST0245,2530.53,Home & Kitchen,Ahmedabad,Credit Card,Champions,Low,5,5,5,2023,11,November,Q4,47,2023-11-22
ORD006200,CUST0629,1062.16,Beauty,Hyderabad,UPI,Champions,Low,5,5,5,2022,7,July,Q3,26,2022-07-03
ORD000458,CUST0040,694.15,Clothing,Hyderabad,UPI,At Risk,High,3,4,4,2022,9,September,Q3,37,2022-09-12
ORD003013,CUST0308,179.54,Beauty,Pune,UPI,At Risk,High,3,4,3,2023,4,April,Q2,14,2023-04-05
ORD001409,CUST0131,510.95,Electronics,Jaipur,UPI,At Risk,High,3,4,4,2022,3,March,Q1,9,2022-03-04
ORD003541,CUST0357,1321.63,Home & Kitchen,Ahmedabad,UPI,Champions,Low,5,5,5,2023,6,June,Q2,24,2023-06-15
ORD004092,CUST0423,1481.84,Electronics,Bangalore,UPI,Loyal Customers,Low,5,5,5,2022,4,April,Q2,14,2022-04-09
ORD005359,CUST0555,467.17,Electronics,Chennai,Debit Card,Hibernating,Very High,1,2,3,2022,5,May,Q2,19,2022-05-11
ORD006212,CUST0630,708.23,Books,Chennai,Credit Card,Loyal Customers,Low,5,5,5,2022,4,April,Q2,15,2022-04-17
ORD000132,CUST0011,1720.04,Electronics,Delhi,Credit Card,Champions,Low,5,5,5,2023,10,October,Q4,40,2023-10-05
ORD001781,CUST0168,681.21,Beauty,Jaipur,COD,At Risk,High,3,4,4,2022,10,October,Q4,43,2022-10-30
ORD009879,CUST0989,716.44,Electronics,Hyderabad,UPI,Loyal Customers,Low,5,5,5,2022,9,September,Q3,37,2022-09-16
ORD007093,CUST0715,750.64,Home & Kitchen,Surat,UPI,At Risk,High,3,3,4,2023,5,May,Q2,21,2023-05-22
ORD001579,CUST0149,2041.39,Electronics,Delhi,COD,Champions,Low,5,5,5,2023,5,May,Q2,21,2023-05-25
ORD009240,CUST0935,460.78,Clothing,Jaipur,Debit Card,Loyal Customers,Low,5,5,4,2023,3,March,Q1,12,2023-03-23
ORD002030,CUST0191,898.66,Clothing,Mumbai,UPI,Champions,Low,5,5,5,2022,6,June,Q2,24,2022-06-13
ORD008055,CUST0834,450.22,Clothing,Pune,COD,Loyal Customers,Low,3,5,4,2022,3,March,Q1,13,2022-03-31
ORD006129,CUST0621,463.89,Beauty,Ahmedabad,NetBanking,Loyal Customers,Low,5,4,4,2023,5,May,Q2,21,2023-05-25
ORD005075,CUST0516,811.14,Sports,Mumbai,Debit Card,Champions,Low,5,5,5,2023,3,March,Q1,10,2023-03-11
ORD006996,CUST0705,1301.83,Clothing,Delhi,Credit Card,Champions,Low,5,5,5,2023,12,December,Q4,51,2023-12-18
ORD004085,CUST0423,1463.12,Sports,Jaipur,NetBanking,Loyal Customers,Low,5,5,5,2023,7,July,Q3,29,2023-07-22
ORD000593,CUST0050,952.07,Clothing,Surat,UPI,Loyal Customers,Low,5,5,5,2023,6,June,Q2,24,2023-06-15
ORD007468,CUST0765,2550.61,Home & Kitchen,Kolkata,Debit Card,Champions,Low,5,5,5,2023,11,November,Q4,48,2023-11-30
ORD009955,CUST0997,436.26,Books,Hyderabad,UPI,Hibernating,Very High,2,3,3,2022,11,November,Q4,46,2022-11-17
ORD008287,CUST0857,798.3,Electronics,Mumbai,UPI,Champions,Low,5,5,5,2022,8,August,Q3,32,2022-08-08
ORD008352,CUST0863,452.76,Home & Kitchen,Delhi,Credit Card,Hibernating,Very High,2,3,3,2022,2,February,Q1,6,2022-02-13
ORD005222,CUST0529,1376.51,Electronics,Jaipur,UPI,Champions,Low,5,5,5,2023,7,July,Q3,29,2023-07-19
ORD004485,CUST0455,476.6,Clothing,Delhi,NetBanking,Loyal Customers,Low,4,5,4,2022,10,October,Q4,40,2022-10-08
ORD002274,CUST0221,104.38,Beauty,Kolkata,Credit Card,Hibernating,Very High,1,1,1,2022,7,July,Q3,27,2022-07-07
ORD009054,CUST0913,472.33,Electronics,Bangalore,NetBanking,At Risk,High,2,3,3,2023,2,February,Q1,8,2023-02-20
ORD003080,CUST0313,1962.01,Sports,Chennai,NetBanking,Champions,Low,4,5,5,2023,9,September,Q3,36,2023-09-10
ORD008375,CUST0865,955.47,Books,Pune,UPI,At Risk,High,3,4,4,2023,5,May,Q2,18,2023-05-03
ORD003111,CUST0319,964.49,Books,Bangalore,UPI,Loyal Customers,Low,5,4,4,2023,5,May,Q2,21,2023-05-27
ORD006033,CUST0614,559.61,Electronics,Pune,Debit Card,Champions,Low,5,5,5,2023,11,November,Q4,46,2023-11-14
ORD009883,CUST0989,1975.69,Beauty,Mumbai,UPI,Loyal Customers,Low,5,5,5,2022,1,January,Q1,1,2022-01-03
ORD004240,CUST0435,2773.09,Beauty,Chennai,Debit Card,Champions,Low,5,5,5,2023,11,November,Q4,48,2023-11-29
ORD000648,CUST0058,840.77,Home & Kitchen,Surat,UPI,Loyal Customers,Low,3,4,4,2022,3,March,Q1,9,2022-03-05
ORD000266,CUST0023,892.33,Books,Delhi,UPI,Loyal Customers,Low,3,4,5,2023,7,July,Q3,27,2023-07-04
ORD006559,CUST0665,523.9,Clothing,Surat,COD,Loyal Customers,Low,5,5,4,2022,3,March,Q1,12,2022-03-23
ORD009401,CUST0946,2965.64,Books,Delhi,Debit Card,Champions,Low,5,5,5,2022,11,November,Q4,45,2022-11-08
ORD003459,CUST0349,762.89,Clothing,Hyderabad,Debit Card,At Risk,High,2,4,4,2022,6,June,Q2,24,2022-06-19
ORD003095,CUST0317,849.08,Home & Kitchen,Mumbai,COD,At Risk,High,3,3,3,2023,2,February,Q1,6,2023-02-07
ORD009554,CUST0959,1277.97,Electronics,Pune,Debit Card,Loyal Customers,Low,4,5,5,2023,1,January,Q1,3,2023-01-16
ORD004296,CUST0437,2847.03,Home & Kitchen,Mumbai,UPI,Champions,Low,5,5,5,2022,2,February,Q1,8,2022-02-21
ORD004933,CUST0498,761.9,Home & Kitchen,Mumbai,UPI,Champions,Low,5,5,5,2023,9,September,Q3,38,2023-09-23
ORD002928,CUST0295,742.75,Beauty,Delhi,UPI,Loyal Customers,Low,5,4,5,2023,5,May,Q2,18,2023-05-02
ORD005904,CUST0604,2960.71,Clothing,Kolkata,UPI,Champions,Low,4,5,5,2022,5,May,Q2,20,2022-05-20
ORD000317,CUST0030,2428.85,Electronics,Mumbai,Debit Card,Champions,Low,5,5,5,2023,5,May,Q2,22,2023-05-30
ORD006504,CUST0658,555.06,Books,Kolkata,NetBanking,Loyal Customers,Low,3,4,4,2022,11,November,Q4,46,2022-11-16
ORD001600,CUST0149,2322.79,Clothing,Hyderabad,UPI,Champions,Low,5,5,5,2023,3,March,Q1,11,2023-03-16
ORD002475,CUST0242,337.73,Beauty,Surat,UPI,At Risk,High,3,2,2,2022,8,August,Q3,34,2022-08-26
ORD007667,CUST0785,455.63,Electronics,Hyderabad,NetBanking,Loyal Customers,Low,4,5,4,2023,4,April,Q2,15,2023-04-10
ORD005844,CUST0600,1452.53,Electronics,Kolkata,NetBanking,Loyal Customers,Low,5,5,5,2023,6,June,Q2,25,2023-06-21
ORD005610,CUST0584,404.98,Books,Hyderabad,Credit Card,At Risk,High,3,4,4,2022,8,August,Q3,32,2022-08-14
ORD006999,CUST0705,1730.37,Home & Kitchen,Delhi,UPI,Champions,Low,5,5,5,2022,12,December,Q4,52,2022-12-31
ORD003321,CUST0336,1050.62,Clothing,Pune,UPI,Champions,Low,5,5,5,2023,7,July,Q3,27,2023-07-05
ORD009325,CUST0939,978.04,Beauty,Pune,UPI,Loyal Customers,Low,4,5,5,2022,4,April,Q2,16,2022-04-18
ORD000104,CUST0009,331.17,Beauty,Mumbai,UPI,Hibernating,Very High,1,1,2,2022,10,October,Q4,42,2022-10-18
ORD003985,CUST0410,642.22,Clothing,Ahmedabad,Credit Card,Loyal Customers,Low,5,5,5,2023,12,December,Q4,50,2023-12-12
ORD000800,CUST0069,640.64,Electronics,Bangalore,UPI,Loyal Customers,Low,5,5,5,2023,11,November,Q4,46,2023-11-16
ORD001651,CUST0153,444.88,Electronics,Mumbai,UPI,Loyal Customers,Low,5,5,4,2022,7,July,Q3,26,2022-07-01
ORD007174,CUST0723,2531.42,Electronics,Ahmedabad,Debit Card,Champions,Low,5,5,5,2022,3,March,Q1,13,2022-03-28
ORD001088,CUST0101,1348.23,Books,Chennai,UPI,Loyal Customers,Low,5,5,5,2022,1,January,Q1,1,2022-01-03
ORD003911,CUST0398,481.36,Home & Kitchen,Kolkata,UPI,Loyal Customers,Low,4,4,4,2022,9,September,Q3,36,2022-09-11
ORD008457,CUST0874,318.59,Home & Kitchen,Bangalore,UPI,At Risk,High,3,3,3,2023,1,January,Q1,3,2023-01-22
ORD000972,CUST0084,1348.55,Home & Kitchen,Delhi,UPI,Champions,Low,5,5,5,2022,5,May,Q2,18,2022-05-08
ORD004123,CUST0425,1361.3,Books,Hyderabad,UPI,Champions,Low,5,5,5,2023,5,May,Q2,20,2023-05-16
ORD009956,CUST0997,594.24,Beauty,Bangalore,Debit Card,Hibernating,Very High,2,3,3,2022,3,March,Q1,10,2022-03-08
ORD008790,CUST0894,712.97,Clothing,Ahmedabad,Credit Card,At Risk,High,3,4,4,2022,9,September,Q3,38,2022-09-24
ORD005518,CUST0568,315.43,Books,Mumbai,COD,At Risk,High,3,4,4,2023,1,January,Q1,2,2023-01-15
ORD004399,CUST0441,1242.12,Electronics,Hyderabad,NetBanking,Champions,Low,5,5,5,2023,11,November,Q4,45,2023-11-08
ORD009730,CUST0976,691.48,Home & Kitchen,Hyderabad,UPI,Loyal Customers,Low,4,5,5,2022,6,June,Q2,25,2022-06-22
ORD001685,CUST0159,493.81,Clothing,Kolkata,Debit Card,Loyal Customers,Low,4,5,5,2022,2,February,Q1,9,2022-02-28
ORD004388,CUST0441,1146.16,Electronics,Delhi,Credit Card,Champions,Low,5,5,5,2022,9,September,Q3,38,2022-09-25
ORD009570,CUST0961,4772.32,Books,Hyderabad,COD,Champions,Low,4,5,5,2023,5,May,Q2,20,2023-05-16
ORD001069,CUST0100,775.04,Books,Chennai,Debit Card,Loyal Customers,Low,4,5,5,2022,10,October,Q4,40,2022-10-07
ORD005763,CUST0593,794.8,Sports,Surat,UPI,Loyal Customers,Low,4,5,5,2023,4,April,Q2,14,2023-04-06
ORD000009,CUST0001,985.82,Home & Kitchen,Surat,Debit Card,At Risk,High,2,4,4,2023,3,March,Q1,10,2023-03-09
ORD008241,CUST0854,169.19,Clothing,Delhi,Credit Card,At Risk,High,5,3,2,2022,2,February,Q1,5,2022-02-03
ORD004278,CUST0435,2320.12,Clothing,Bangalore,Debit Card,Champions,Low,5,5,5,2022,2,February,Q1,8,2022-02-27
ORD007585,CUST0776,418.35,Clothing,Surat,Credit Card,Loyal Customers,Low,4,5,5,2023,7,July,Q3,29,2023-07-21
ORD002021,CUST0191,1281.96,Home & Kitchen,Jaipur,UPI,Champions,Low,5,5,5,2023,10,October,Q4,42,2023-10-17
ORD008113,CUST0841,3127.25,Sports,Ahmedabad,Credit Card,Champions,Low,5,5,5,2023,3,March,Q1,9,2023-03-04
ORD000568,CUST0048,149.43,Beauty,Pune,Debit Card,At Risk,High,2,3,3,2023,2,February,Q1,7,2023-02-17
ORD005956,CUST0605,1047.36,Clothing,Delhi,UPI,Loyal Customers,Low,4,5,5,2023,9,September,Q3,39,2023-09-30
ORD001796,CUST0169,584.58,Electronics,Hyderabad,Credit Card,Champions,Low,5,5,5,2023,12,December,Q4,50,2023-12-11
ORD008492,CUST0875,1882.96,Beauty,Pune,UPI,Champions,Low,5,5,5,2022,12,December,Q4,50,2022-12-12
ORD003468,CUST0349,771.71,Home & Kitchen,Chennai,COD,At Risk,High,2,4,4,2022,8,August,Q3,31,2022-08-07
ORD009725,CUST0976,1196.7,Electronics,Kolkata,Debit Card,Loyal Customers,Low,4,5,5,2023,5,May,Q2,21,2023-05-28
ORD007515,CUST0769,1066.95,Books,Delhi,NetBanking,At Risk,High,3,3,4,2023,4,April,Q2,14,2023-04-06
ORD007662,CUST0785,755.42,Clothing,Ahmedabad,UPI,Loyal Customers,Low,4,5,4,2022,8,August,Q3,31,2022-08-03
ORD001340,CUST0126,172.1,Beauty,Ahmedabad,UPI,Loyal Customers,Low,3,4,4,2023,1,January,Q1,2,2023-01-12
ORD004808,CUST0487,2544.3,Electronics,Hyderabad,Credit Card,Champions,Low,5,5,5,2023,7,July,Q3,28,2023-07-15
ORD003529,CUST0357,3557.55,Electronics,Jaipur,Debit Card,Champions,Low,5,5,5,2022,3,March,Q1,13,2022-03-28
ORD003854,CUST0388,1084.69,Beauty,Pune,Credit Card,At Risk,High,3,4,4,2023,8,August,Q3,32,2023-08-11
ORD002733,CUST0284,3233.56,Books,Kolkata,UPI,Champions,Low,5,5,5,2023,7,July,Q3,27,2023-07-05
ORD002246,CUST0216,729.55,Electronics,Chennai,Credit Card,Loyal Customers,Low,4,4,4,2023,6,June,Q2,24,2023-06-12
ORD006144,CUST0623,372.24,Beauty,Ahmedabad,NetBanking,At Risk,High,3,3,3,2022,5,May,Q2,19,2022-05-13
ORD006325,CUST0641,4064.73,Electronics,Delhi,UPI,Champions,Low,5,5,5,2023,6,June,Q2,22,2023-06-01
ORD006522,CUST0661,456.27,Clothing,Jaipur,UPI,At Risk,High,3,4,4,2023,8,August,Q3,31,2023-08-02
ORD009864,CUST0987,362.65,Books,Chennai,COD,Hibernating,Very High,1,1,1,2022,11,November,Q4,44,2022-11-05
ORD008265,CUST0856,1147.37,Beauty,Mumbai,Credit Card,Loyal Customers,Low,4,5,5,2022,10,October,Q4,41,2022-10-12
ORD006596,CUST0667,611.37,Clothing,Chennai,Debit Card,Loyal Customers,Low,5,5,5,2022,2,February,Q1,6,2022-02-12
ORD009331,CUST0939,937.99,Beauty,Surat,UPI,Loyal Customers,Low,4,5,5,2022,6,June,Q2,23,2022-06-10
ORD004090,CUST0423,1664.35,Beauty,Bangalore,UPI,Loyal Customers,Low,5,5,5,2022,11,November,Q4,44,2022-11-01
ORD003161,CUST0327,295.04,Electronics,Jaipur,Credit Card,Hibernating,Very High,2,3,3,2022,10,October,Q4,43,2022-10-25
ORD000953,CUST0084,1617.5,Beauty,Delhi,UPI,Champions,Low,5,5,5,2023,8,August,Q3,34,2023-08-27
ORD005170,CUST0528,788.09,Home & Kitchen,Bangalore,Credit Card,Loyal Customers,Low,4,5,5,2023,10,October,Q4,43,2023-10-23
ORD000037,CUST0005,1143.18,Electronics,Pune,Debit Card,Loyal Customers,Low,5,5,5,2022,4,April,Q2,14,2022-04-05
ORD008199,CUST0851,1436.73,Electronics,Mumbai,Debit Card,Champions,Low,5,5,5,2023,6,June,Q2,26,2023-06-29
ORD003195,CUST0330,935.97,Sports,Delhi,COD,Loyal Customers,Low,4,5,5,2022,1,January,Q1,4,2022-01-24
ORD003461,CUST0349,710.68,Electronics,Pune,NetBanking,At Risk,High,2,4,4,2023,2,February,Q1,6,2023-02-10
