order_id,customer_id,order_date,amount,product_category,city,payment_method
ORD006265,CUST0636,2022-04-07,676.41,Sports,Mumbai,Debit Card
ORD007633,CUST0783,2023-07-26,939.0,Clothing,Hyderabad,Credit Card
ORD006214,CUST0630,2022-07-04,991.57,Beauty,Jaipur,NetBanking
ORD000725,CUST0062,2023-11-17,633.71,Beauty,Ahmedabad,COD
ORD007615,CUST0780,2022-08-19,394.4,Electronics,Ahmedabad,Debit Card
ORD004300,CUST0437,2022-10-08,1825.5,Books,Pune,Credit Card
ORD005474,CUST0564,2023-08-02,2593.88,Home & Kitchen,Pune,UPI
ORD001128,CUST0104,2022-09-27,190.63,Electronics,Bangalore,UPI
ORD002946,CUST0300,2022-06-16,3657.67,Electronics,Chennai,Debit Card
ORD005139,CUST0522,2023-07-21,423.82,Home & Kitchen,Kolkata,UPI
ORD004802,CUST0487,2022-08-16,1429.96,Home & Kitchen,Mumbai,Credit Card
ORD002983,CUST0301,2023-08-23,1788.86,Electronics,Ahmedabad,UPI
ORD009016,CUST0909,2023-09-09,1016.35,Electronics,Hyderabad,Credit Card
ORD007909,CUST0819,2023-03-07,795.67,Clothing,Ahmedabad,UPI
ORD005258,CUST0538,2023-02-11,627.91,Clothing,Pune,UPI
ORD007132,CUST0722,2022-02-24,810.75,Home & Kitchen,Ahmedabad,Debit Card
ORD003033,CUST0311,2023-07-27,659.93,Home & Kitchen,Pune,NetBanking
ORD006181,CUST0629,2023-06-26,1798.9,Books,Surat,NetBanking
ORD000150,CUST0011,2022-10-01,1298.59,Books,Mumbai,NetBanking
ORD007476,CUST0765,2023-07-02,2595.17,Sports,Delhi,UPI
ORD004195,CUST0431,2022-03-31,745.82,Books,Hyderabad,Credit Card
ORD008635,CUST0883,2022-10-07,1028.12,Clothing,Kolkata,UPI
ORD004210,CUST0434,2023-03-06,831.11,Books,Hyderabad,UPI
ORD007750,CUST0795,2023-04-30,1950.2,Clothing,Ahmedabad,UPI
ORD000842,CUST0073,2023-06-28,2804.62,Books,Surat,Credit Card
ORD005457,CUST0564,2023-06-17,3019.47,Sports,Chennai,UPI
ORD005757,CUST0593,2022-03-03,369.88,Electronics,Kolkata,Credit Card
ORD007301,CUST0739,2022-09-01,447.12,Home & Kitchen,Surat,Debit Card
ORD006179,CUST0629,2023-09-24,2133.28,Clothing,Bangalore,Debit Card
ORD002046,CUST0196,2023-01-15,1181.12,Clothing,Surat,UPI
ORD002361,CUST0228,2022-04-23,523.06,Electronics,Bangalore,COD
ORD004776,CUST0480,2022-11-13,644.62,Books,Pune,NetBanking
ORD002271,CUST0219,2023-01-08,159.44,Clothing,Bangalore,Debit Card
ORD005787,CUST0596,2023-01-13,245.54,Electronics,Hyderabad,Credit Card
ORD006616,CUST0669,2023-02-10,949.66,Books,Bangalore,Credit Card
ORD005508,CUST0567,2023-02-03,559.34,Clothing,Surat,Debit Card
ORD001393,CUST0129,2022-04-27,2071.52,Home & Kitchen,Hyderabad,UPI
ORD001922,CUST0181,2023-06-23,932.39,Electronics,Surat,Credit Card
ORD004623,CUST0466,2022-04-24,742.28,Beauty,Bangalore,NetBanking
ORD003606,CUST0369,2023-10-12,678.82,Home & Kitchen,Bangalore,NetBanking
ORD004834,CUST0488,2022-05-07,575.01,Clothing,Ahmedabad,Credit Card
ORD009676,CUST0974,2022-11-02,732.08,Electronics,Ahmedabad,UPI
ORD006441,CUST0651,2023-11-07,2334.59,Books,Jaipur,Credit Card
ORD000551,CUST0046,2022-06-14,291.39,Electronics,Ahmedabad,UPI
ORD001741,CUST0165,2022-10-18,908.94,Home & Kitchen,Pune,UPI
ORD006071,CUST0617,2022-08-27,1538.9,Home & Kitchen,Bangalore,Debit Card
ORD001818,CUST0169,2023-03-28,968.48,Clothing,Ahmedabad,Credit Card
ORD002589,CUST0255,2022-12-02,294.38,Books,Chennai,UPI
ORD004191,CUST0431,2023-09-02,905.75,Beauty,Surat,Credit Card
ORD003008,CUST0308,2022-04-15,218.16,Books,Mumbai,Debit Card
ORD000018,CUST0005,2023-07-29,640.44,Clothing,Chennai,COD
ORD001771,CUST0167,2022-11-13,159.33,Electronics,Ahmedabad,Credit Card
ORD001889,CUST0178,2022-04-24,772.79,Electronics,Ahmedabad,NetBanking
ORD004124,CUST0425,2023-11-08,426.96,Beauty,Jaipur,Credit Card
ORD001643,CUST0153,2022-05-30,373.92,Books,Mumbai,Debit Card
ORD006164,CUST0627,2023-01-03,348.04,Books,Surat,Credit Card
ORD004835,CUST0488,2023-04-07,1029.78,Home & Kitchen,Bangalore,UPI
ORD004735,CUST0474,2023-04-26,676.32,Electronics,Jaipur,UPI
ORD004817,CUST0487,2022-04-20,1776.24,Beauty,Pune,Credit Card
ORD000534,CUST0044,2023-03-07,639.53,Clothing,Mumbai,Debit Card
ORD000133,CUST0011,2022-06-13,1362.85,Clothing,Bangalore,Debit Card
ORD004851,CUST0491,2022-04-01,393.47,Sports,Chennai,COD
ORD008449,CUST0873,2023-04-27,118.54,Clothing,Jaipur,UPI
ORD000965,CUST0084,2022-03-03,2335.75,Clothing,Kolkata,Debit Card
ORD008012,CUST0831,2022-04-05,1052.25,Books,Mumbai,UPI
ORD003785,CUST0378,2023-04-06,1427.11,Clothing,Bangalore,COD
ORD008276,CUST0856,2022-04-12,994.25,Clothing,Pune,Debit Card
ORD007829,CUST0810,2022-04-24,1013.03,Beauty,Pune,UPI
ORD001096,CUST0101,2023-04-03,735.31,Home & Kitchen,Ahmedabad,UPI
ORD003102,CUST0318,2022-07-04,952.32,Clothing,Kolkata,UPI
ORD003964,CUST0408,2023-01-09,1752.45,Electronics,Delhi,Credit Card
ORD001562,CUST0148,2022-12-08,229.48,Clothing,Kolkata,Credit Card
ORD001671,CUST0156,2023-04-26,534.24,Clothing,Ahmedabad,NetBanking
ORD007293,CUST0737,2022-12-18,954.46,Home & Kitchen,Chennai,Debit Card
ORD007711,CUST0791,2022-05-20,451.57,Clothing,Bangalore,UPI
ORD004095,CUST0423,2023-08-09,1759.36,Home & Kitchen,Chennai,UPI
ORD003945,CUST0405,2022-01-21,474.75,Clothing,Hyderabad,COD
ORD008257,CUST0856,2022-07-30,1444.36,Clothing,Hyderabad,UPI
ORD005847,CUST0600,2022-09-26,1650.62,Beauty,Mumbai,COD
ORD000169,CUST0014,2022-07-23,426.18,Home & Kitchen,Chennai,Credit Card
ORD004470,CUST0453,2023-08-07,303.99,Electronics,Mumbai,COD
ORD005886,CUST0603,2023-10-17,608.4,Home & Kitchen,Mumbai,Debit Card
ORD009520,CUST0958,2023-03-10,3130.59,Electronics,Bangalore,NetBanking
ORD006747,CUST0682,2022-07-01,643.71,Sports,Bangalore,Credit Card
ORD002871,CUST0291,2022-01-07,1728.36,Electronics,Delhi,UPI
ORD006501,CUST0658,2023-08-10,594.39,Electronics,Chennai,UPI
ORD006878,CUST0697,2023-09-02,558.92,Beauty,Hyderabad,Credit Card
ORD003892,CUST0395,2023-08-03,875.26,Sports,Mumbai,Debit Card
ORD004238,CUST0435,2023-09-26,2250.26,Electronics,Bangalore,UPI
ORD005365,CUST0556,2022-02-27,279.83,Beauty,Jaipur,Credit Card
ORD006984,CUST0705,2022-04-19,789.47,Sports,Hyderabad,COD
ORD002621,CUST0260,2023-03-10,402.38,Electronics,Mumbai,NetBanking
ORD003019,CUST0309,2022-01-27,163.99,Home & Kitchen,Delhi,Debit Card
ORD000211,CUST0016,2023-04-08,491.12,Home & Kitchen,Hyderabad,UPI
ORD004973,CUST0503,2022-06-27,659.17,Clothing,Pune,UPI
ORD001920,CUST0181,2023-01-05,550.69,Beauty,Ahmedabad,Debit Card
ORD000719,CUST0062,2022-01-21,746.59,Home & Kitchen,Hyderabad,Debit Card
ORD002957,CUST0300,2022-03-22,3560.01,Clothing,Mumbai,Debit Card
ORD007810,CUST0809,2022-07-17,455.01,Beauty,Kolkata,UPI
ORD001299,CUST0123,2023-07-29,500.0,Home & Kitchen,Bangalore,UPI
ORD008820,CUST0897,2022-09-24,1257.38,Clothing,Surat,Credit Card
ORD007832,CUST0812,2023-04-22,126.88,Electronics,Bangalore,UPI
ORD008517,CUST0876,2022-04-13,892.46,Home & Kitchen,Kolkata,UPI
ORD008405,CUST0868,2022-04-09,895.94,Beauty,Surat,Debit Card
ORD007208,CUST0727,2023-01-13,677.58,Sports,Pune,UPI
ORD009915,CUST0993,2023-08-09,476.55,Electronics,Kolkata,UPI
ORD002971,CUST0300,2022-01-31,3586.4,Electronics,Delhi,Credit Card
ORD004039,CUST0417,2023-02-28,410.98,Sports,Jaipur,UPI
ORD001288,CUST0120,2022-08-21,173.75,Electronics,Mumbai,Debit Card
ORD008448,CUST0873,2023-05-18,100.56,Beauty,Hyderabad,UPI
ORD007201,CUST0727,2023-07-14,173.52,Books,Bangalore,UPI
ORD003870,CUST0392,2022-09-09,779.34,Home & Kitchen,Chennai,Debit Card
ORD002956,CUST0300,2023-12-07,2518.58,Books,Jaipur,Credit Card
ORD003915,CUST0398,2022-02-27,792.24,Electronics,Mumbai,Credit Card
ORD007932,CUST0822,2022-11-08,1474.32,Clothing,Chennai,UPI
ORD002014,CUST0191,2022-12-26,1260.26,Clothing,Bangalore,Credit Card
ORD009295,CUST0937,2022-04-27,1032.13,Books,Pune,UPI
ORD007014,CUST0705,2022-11-14,1114.27,Beauty,Kolkata,COD
ORD005050,CUST0515,2023-06-14,1732.26,Electronics,Jaipur,UPI
ORD003140,CUST0323,2022-12-03,269.98,Electronics,Hyderabad,Debit Card
ORD007855,CUST0818,2022-11-25,1149.22,Electronics,Bangalore,Credit Card
ORD002252,CUST0216,2022-04-03,468.88,Clothing,Hyderabad,Credit Card
ORD003946,CUST0405,2023-06-24,464.85,Electronics,Ahmedabad,NetBanking
ORD002125,CUST0206,2022-03-17,1897.28,Electronics,Kolkata,UPI
ORD006538,CUST0664,2023-10-15,464.0,Beauty,Hyderabad,Credit Card
ORD006176,CUST0629,2023-03-02,1876.76,Beauty,Hyderabad,Debit Card
ORD004338,CUST0440,2023-02-24,1832.37,Clothing,Surat,UPI
ORD009244,CUST0935,2022-07-16,803.19,Books,Kolkata,UPI
ORD008912,CUST0901,2023-06-28,1173.44,Home & Kitchen,Ahmedabad,UPI
ORD000450,CUST0038,2022-06-16,3140.66,Electronics,Chennai,Credit Card
ORD009133,CUST0925,2023-07-02,496.5,Beauty,Hyderabad,Credit Card
ORD009408,CUST0946,2022-05-31,2790.14,Clothing,Ahmedabad,Debit Card
ORD000811,CUST0070,2022-12-15,407.17,Home & Kitchen,Chennai,UPI
ORD007620,CUST0781,2022-12-21,56.7,Electronics,Ahmedabad,Credit Card
ORD009150,CUST0926,2023-01-05,2482.04,Home & Kitchen,Jaipur,NetBanking
ORD003993,CUST0410,2022-11-11,1438.69,Electronics,Jaipur,Credit Card
ORD009212,CUST0930,2022-02-07,812.93,Clothing,Jaipur,Debit Card
ORD006349,CUST0642,2022-07-22,341.64,Home & Kitchen,Pune,COD
ORD006135,CUST0622,2023-02-24,602.64,Home & Kitchen,Delhi,UPI
ORD001478,CUST0140,2022-04-17,484.16,Clothing,Chennai,Debit Card
ORD001791,CUST0169,2023-09-04,1285.71,Books,Surat,UPI
ORD002009,CUST0191,2023-04-02,889.96,Books,Chennai,UPI
ORD000683,CUST0059,2023-02-08,374.5,Electronics,Bangalore,NetBanking
ORD006608,CUST0668,2023-06-18,358.49,Electronics,Hyderabad,Debit Card
ORD006086,CUST0617,2023-03-25,1239.54,Beauty,Jaipur,UPI
ORD002329,CUST0226,2023-06-06,629.85,Home & Kitchen,Hyderabad,NetBanking
ORD003950,CUST0406,2023-09-21,532.38,Books,Pune,UPI
ORD002200,CUST0210,2023-04-10,575.62,Beauty,Pune,COD
ORD004133,CUST0425,2023-01-14,1078.63,Clothing,Jaipur,Debit Card
ORD004682,CUST0471,2023-05-10,1550.59,Clothing,Mumbai,Credit Card
ORD005428,CUST0562,2023-03-07,831.83,Books,Ahmedabad,Debit Card
ORD000047,CUST0006,2022-05-08,731.53,Electronics,Ahmedabad,UPI
ORD000031,CUST0005,2022-12-15,1015.33,Electronics,Pune,COD
ORD006108,CUST0618,2023-07-09,589.81,Electronics,Chennai,Credit Card
ORD004635,CUST0467,2022-10-31,549.81,Home & Kitchen,Delhi,Credit Card
ORD001469,CUST0139,2022-12-04,832.76,Clothing,Mumbai,COD
ORD001666,CUST0156,2023-10-05,833.81,Sports,Ahmedabad,Credit Card
ORD001417,CUST0132,2022-03-24,359.55,Clothing,Pune,Credit Card
ORD006180,CUST0629,2022-09-30,286.56,Beauty,Chennai,UPI
ORD002390,CUST0235,2022-12-17,196.22,Home & Kitchen,Surat,UPI
ORD003640,CUST0371,2022-05-01,575.89,Sports,Surat,Credit Card
ORD005184,CUST0528,2022-04-13,1788.07,Home & Kitchen,Surat,Debit Card
ORD007787,CUST0802,2023-01-03,779.67,Electronics,Hyderabad,Credit Card
ORD000430,CUST0038,2023-07-20,2202.0,Clothing,Hyderabad,Credit Card
ORD005228,CUST0529,2022-10-15,1183.6,Books,Jaipur,Debit Card
ORD009394,CUST0946,2023-06-17,2530.1,Books,Chennai,UPI
ORD000386,CUST0033,2023-11-11,2530.69,Sports,Ahmedabad,UPI
ORD001946,CUST0185,2022-02-15,863.27,Clothing,Kolkata,UPI
ORD009926,CUST0995,2022-04-10,1109.18,Electronics,Bangalore,COD
ORD000474,CUST0041,2022-07-17,316.01,Electronics,Jaipur,COD
ORD004784,CUST0482,2022-08-22,295.2,Electronics,Bangalore,UPI
ORD006536,CUST0664,2022-11-07,579.21,Clothing,Surat,UPI
ORD006976,CUST0704,2023-07-08,788.63,Beauty,Hyderabad,UPI
ORD001056,CUST0099,2022-01-15,895.43,Home & Kitchen,Delhi,UPI
ORD003329,CUST0336,2022-04-26,1648.79,Sports,Mumbai,Credit Card
ORD002751,CUST0284,2022-12-05,2588.07,Books,Delhi,UPI
ORD009900,CUST0992,2023-01-24,222.23,Electronics,Mumbai,UPI
ORD008869,CUST0900,2023-02-12,2260.07,Clothing,Pune,UPI
ORD000812,CUST0070,2022-10-14,221.28,Home & Kitchen,Bangalore,Credit Card
ORD004561,CUST0459,2023-10-01,1973.78,Sports,Kolkata,UPI
ORD004231,CUST0435,2023-09-16,1847.23,Clothing,Hyderabad,COD
ORD002487,CUST0244,2022-01-10,342.45,Home & Kitchen,Chennai,Debit Card
ORD004484,CUST0455,2023-04-08,545.38,Clothing,Ahmedabad,UPI
ORD006205,CUST0629,2023-10-16,975.43,Books,Jaipur,UPI
ORD000112,CUST0011,2022-05-27,1676.26,Home & Kitchen,Bangalore,UPI
ORD008900,CUST0900,2022-02-12,3173.48,Sports,Hyderabad,UPI
ORD001746,CUST0165,2022-12-08,1096.15,Beauty,Kolkata,Debit Card
ORD002111,CUST0203,2023-09-19,1254.71,Books,Ahmedabad,Credit Card
ORD001453,CUST0136,2023-03-14,396.21,Sports,Delhi,UPI
ORD000320,CUST0030,2022-02-28,2246.81,Home & Kitchen,Pune,Debit Card
ORD002834,CUST0289,2023-04-17,484.63,Electronics,Surat,Debit Card
ORD008953,CUST0902,2022-02-11,1622.32,Books,Bangalore,COD
ORD001923,CUST0181,2023-07-12,357.26,Beauty,Bangalore,Credit Card
ORD006560,CUST0665,2023-12-06,435.92,Clothing,Bangalore,COD
ORD007519,CUST0769,2022-02-27,1125.06,Electronics,Bangalore,Credit Card
ORD003289,CUST0335,2022-10-23,1886.92,Beauty,Delhi,UPI
ORD004265,CUST0435,2022-11-25,1747.07,Electronics,Kolkata,Credit Card
ORD002738,CUST0284,2022-05-28,3006.01,Home & Kitchen,Mumbai,UPI
ORD003961,CUST0408,2022-05-26,1168.74,Home & Kitchen,Chennai,UPI
ORD007448,CUST0763,2022-12-04,790.94,Electronics,Ahmedabad,COD
ORD005862,CUST0601,2022-06-24,511.7,Electronics,Bangalore,UPI
ORD001053,CUST0099,2022-06-12,2144.57,Beauty,Kolkata,Credit Card
ORD005115,CUST0519,2022-04-19,558.58,Sports,Delhi,UPI
ORD005876,CUST0602,2022-07-01,472.18,Clothing,Pune,UPI
ORD000100,CUST0007,2023-02-15,911.69,Home & Kitchen,Chennai,UPI
ORD006384,CUST0645,2022-02-15,494.18,Books,Chennai,Debit Card
ORD001457,CUST0136,2022-06-06,670.08,Sports,Kolkata,NetBanking
ORD007664,CUST0785,2022-09-15,611.24,Beauty,Kolkata,Credit Card
ORD008108,CUST0841,2023-04-29,1849.89,Home & Kitchen,Bangalore,Credit Card
ORD003853,CUST0388,2022-06-22,777.53,Home & Kitchen,Ahmedabad,UPI
ORD007597,CUST0777,2022-01-17,767.74,Clothing,Kolkata,Credit Card
ORD003287,CUST0335,2022-06-20,1713.5,Electronics,Delhi,UPI
ORD004795,CUST0485,2022-08-31,367.56,Home & Kitchen,Pune,UPI
ORD004271,CUST0435,2022-07-12,1631.79,Home & Kitchen,Delhi,Credit Card
ORD006146,CUST0623,2022-02-02,551.51,Electronics,Chennai,COD
ORD008264,CUST0856,2022-05-30,1178.84,Home & Kitchen,Delhi,Credit Card
ORD005027,CUST0514,2023-05-02,747.98,Electronics,Surat,UPI
ORD001415,CUST0132,2023-03-31,427.78,Electronics,Delhi,COD
ORD000541,CUST0045,2023-02-20,422.1,Electronics,Chennai,Credit Card
ORD005796,CUST0598,2022-06-21,1476.48,Books,Hyderabad,Credit Card
ORD006462,CUST0655,2022-01-23,401.75,Clothing,Jaipur,Debit Card
ORD005883,CUST0603,2023-03-22,863.83,Electronics,Ahmedabad,COD
ORD000755,CUST0066,2023-03-12,221.71,Beauty,Jaipur,Debit Card
ORD003146,CUST0324,2023-07-31,481.31,Sports,Ahmedabad,NetBanking
ORD005734,CUST0591,2022-07-20,1547.37,Home & Kitchen,Bangalore,COD
ORD004511,CUST0457,2023-11-24,1878.35,Clothing,Hyderabad,UPI
ORD009510,CUST0958,2023-06-23,3233.03,Clothing,Pune,UPI
ORD003108,CUST0318,2022-10-26,532.88,Electronics,Kolkata,Credit Card
ORD004627,CUST0466,2022-04-03,992.4,Electronics,Jaipur,UPI
ORD004979,CUST0504,2022-10-13,218.71,Electronics,Bangalore,COD
ORD005813,CUST0598,2022-10-01,747.41,Clothing,Delhi,UPI
ORD004374,CUST0441,2023-10-25,1674.05,Electronics,Ahmedabad,Credit Card
ORD004642,CUST0468,2022-10-25,351.5,Beauty,Hyderabad,Debit Card
ORD008474,CUST0875,2023-03-15,1415.09,Home & Kitchen,Bangalore,UPI
ORD005376,CUST0557,2023-09-14,422.21,Electronics,Mumbai,UPI
ORD006120,CUST0621,2022-09-02,490.89,Home & Kitchen,Hyderabad,Debit Card
ORD004386,CUST0441,2022-11-29,1338.24,Electronics,Jaipur,Credit Card
ORD006524,CUST0661,2022-11-22,485.99,Sports,Hyderabad,UPI
ORD000602,CUST0054,2023-11-15,282.63,Home & Kitchen,Surat,UPI
ORD006459,CUST0655,2023-05-28,172.94,Beauty,Jaipur,Debit Card
ORD008910,CUST0901,2022-04-02,1218.07,Sports,Mumbai,Debit Card
ORD009680,CUST0974,2022-05-26,815.78,Sports,Pune,Credit Card
ORD008414,CUST0870,2023-05-25,336.01,Home & Kitchen,Delhi,Credit Card
ORD009393,CUST0946,2023-11-08,2935.83,Electronics,Kolkata,Debit Card
ORD007746,CUST0795,2023-06-19,1845.44,Electronics,Delhi,Debit Card
ORD001045,CUST0099,2023-03-25,1120.47,Beauty,Kolkata,COD
ORD007310,CUST0740,2022-06-21,466.56,Electronics,Pune,Credit Card
ORD001558,CUST0147,2022-12-14,103.53,Beauty,Kolkata,Debit Card
ORD003724,CUST0375,2022-01-07,1403.78,Books,Jaipur,Credit Card
ORD009003,CUST0908,2022-02-14,688.58,Electronics,Ahmedabad,Credit Card
ORD000181,CUST0014,2023-01-07,1060.26,Clothing,Mumbai,NetBanking
ORD002116,CUST0206,2023-05-06,1239.55,Clothing,Hyderabad,Credit Card
ORD001700,CUST0161,2023-08-09,413.49,Electronics,Bangalore,UPI
ORD001380,CUST0129,2022-05-15,1632.32,Electronics,Jaipur,Credit Card
ORD007205,CUST0727,2022-02-08,651.42,Beauty,Hyderabad,COD
ORD006018,CUST0613,2022-06-09,50.0,Clothing,Kolkata,Credit Card
ORD000619,CUST0057,2023-10-15,4640.62,Sports,Delhi,Credit Card
ORD003881,CUST0393,2023-03-06,490.52,Home & Kitchen,Ahmedabad,Debit Card
ORD009842,CUST0984,2023-05-20,835.11,Electronics,Hyderabad,NetBanking
ORD001601,CUST0149,2023-08-11,2519.32,Electronics,Chennai,Credit Card
ORD006941,CUST0702,2022-08-03,1860.58,Electronics,Kolkata,COD
ORD001616,CUST0150,2023-03-24,448.65,Books,Bangalore,NetBanking
ORD005901,CUST0604,2022-01-11,3235.77,Home & Kitchen,Jaipur,Credit Card
ORD004383,CUST0441,2022-12-11,1090.41,Clothing,Hyderabad,Debit Card
ORD005157,CUST0527,2023-02-27,424.74,Beauty,Bangalore,UPI
ORD002084,CUST0202,2022-11-24,1707.44,Electronics,Mumbai,Credit Card
ORD003018,CUST0308,2022-04-16,249.61,Clothing,Hyderabad,COD
ORD003064,CUST0312,2022-05-19,2753.38,Electronics,Bangalore,Credit Card
ORD009506,CUST0958,2023-04-02,3082.16,Clothing,Mumbai,NetBanking
ORD004575,CUST0460,2022-05-07,1318.33,Electronics,Delhi,UPI
ORD009913,CUST0993,2022-12-09,703.75,Home & Kitchen,Surat,Debit Card
ORD006786,CUST0688,2022-11-21,1255.3,Books,Kolkata,UPI
ORD003654,CUST0372,2023-01-04,980.45,Electronics,Delhi,COD
ORD004986,CUST0506,2022-01-06,935.83,Sports,Bangalore,Debit Card
ORD008325,CUST0860,2022-10-18,1611.49,Electronics,Mumbai,NetBanking
ORD001919,CUST0181,2023-06-21,847.82,Sports,Bangalore,Credit Card
ORD008921,CUST0901,2022-10-15,1178.06,Sports,Mumbai,Debit Card
ORD005689,CUST0588,2023-06-15,874.78,Electronics,Bangalore,UPI
ORD005670,CUST0587,2023-06-08,1030.88,Electronics,Ahmedabad,Credit Card
ORD006316,CUST0641,2023-05-30,1990.3,Electronics,Delhi,UPI
ORD002055,CUST0196,2022-11-18,770.78,Clothing,Hyderabad,Credit Card
ORD008587,CUST0880,2023-10-16,696.31,Electronics,Pune,COD
ORD009200,CUST0927,2022-01-09,445.12,Clothing,Hyderabad,UPI
ORD006081,CUST0617,2023-01-02,1845.7,Electronics,Jaipur,NetBanking
ORD001127,CUST0103,2022-04-13,544.23,Electronics,Ahmedabad,UPI
ORD007721,CUST0791,2023-08-06,522.51,Home & Kitchen,Pune,NetBanking
ORD004588,CUST0460,2023-06-17,807.52,Home & Kitchen,Ahmedabad,Credit Card
ORD006791,CUST0688,2022-12-29,813.78,Home & Kitchen,Ahmedabad,UPI
ORD006154,CUST0625,2022-11-25,124.63,Beauty,Jaipur,Credit Card
ORD001323,CUST0125,2023-08-25,844.74,Home & Kitchen,Hyderabad,Debit Card
ORD001604,CUST0149,2023-10-18,4148.53,Electronics,Delhi,Debit Card
ORD005497,CUST0565,2023-04-03,743.45,Books,Jaipur,Debit Card
ORD009489,CUST0955,2022-12-02,452.23,Clothing,Chennai,UPI
ORD005265,CUST0538,2023-06-11,624.58,Books,Mumbai,UPI
ORD005054,CUST0515,2023-04-02,2818.27,Clothing,Chennai,Credit Card
ORD005455,CUST0564,2023-06-20,3353.26,Sports,Surat,UPI
ORD004982,CUST0505,2022-03-08,328.83,Home & Kitchen,Ahmedabad,UPI
ORD009334,CUST0939,2023-06-03,958.55,Clothing,Bangalore,UPI
ORD008931,CUST0902,2022-06-18,1319.88,Electronics,Delhi,Credit Card
ORD003777,CUST0378,2022-03-18,960.5,Home & Kitchen,Delhi,Credit Card
ORD001560,CUST0147,2022-09-07,192.86,Electronics,Kolkata,NetBanking
ORD004793,CUST0485,2022-11-14,224.83,Electronics,Bangalore,Credit Card
ORD007533,CUST0771,2022-02-07,319.46,Books,Surat,Debit Card
ORD006502,CUST0658,2022-06-06,656.15,Books,Mumbai,Debit Card
ORD005897,CUST0603,2023-02-27,965.46,Books,Delhi,Credit Card
ORD003444,CUST0348,2022-07-27,2508.11,Home & Kitchen,Hyderabad,UPI
ORD008374,CUST0865,2022-12-31,830.95,Electronics,Hyderabad,Credit Card
ORD001355,CUST0128,2022-02-21,285.5,Home & Kitchen,Hyderabad,UPI
ORD000046,CUST0006,2023-07-04,511.96,Home & Kitchen,Bangalore,UPI
ORD003131,CUST0320,2022-02-07,1123.77,Clothing,Delhi,Credit Card
ORD000749,CUST0065,2023-10-05,824.97,Books,Hyderabad,Credit Card
ORD004825,CUST0487,2023-04-14,1604.83,Home & Kitchen,Chennai,Credit Card
ORD007767,CUST0798,2022-01-21,198.56,Clothing,Surat,NetBanking
ORD005472,CUST0564,2023-07-03,1466.51,Books,Surat,UPI
ORD007462,CUST0763,2023-05-09,551.99,Electronics,Jaipur,UPI
ORD002890,CUST0292,2022-09-04,1838.2,Books,Pune,Debit Card
ORD003783,CUST0378,2022-04-19,1580.22,Electronics,Surat,UPI
ORD005160,CUST0527,2022-06-14,338.26,Electronics,Pune,Credit Card
ORD005938,CUST0605,2023-09-20,929.67,Books,Pune,Debit Card
ORD003026,CUST0310,2022-11-29,920.02,Electronics,Kolkata,Debit Card
ORD007900,CUST0819,2023-10-05,768.41,Home & Kitchen,Bangalore,Credit Card
ORD004377,CUST0441,2022-10-17,1076.59,Home & Kitchen,Ahmedabad,Credit Card
ORD003128,CUST0320,2023-06-03,1146.03,Electronics,Surat,UPI
ORD002708,CUST0280,2022-11-25,227.29,Clothing,Surat,UPI
ORD009880,CUST0989,2023-11-29,1339.51,Home & Kitchen,Bangalore,Credit Card
ORD002363,CUST0228,2022-01-20,545.22,Clothing,Bangalore,Debit Card
ORD006726,CUST0678,2022-06-01,1048.5,Electronics,Hyderabad,NetBanking
ORD003835,CUST0387,2023-10-23,865.38,Sports,Surat,UPI
ORD009629,CUST0965,2023-06-29,490.19,Clothing,Hyderabad,COD
ORD004939,CUST0498,2023-02-03,813.31,Beauty,Jaipur,Debit Card
ORD000665,CUST0059,2022-08-14,691.99,Clothing,Delhi,UPI
ORD002311,CUST0224,2022-12-08,958.78,Books,Bangalore,Debit Card
ORD002998,CUST0304,2023-02-03,405.16,Beauty,Chennai,Credit Card
ORD003662,CUST0372,2022-04-16,678.57,Electronics,Kolkata,Credit Card
ORD009590,CUST0962,2022-11-22,529.0,Home & Kitchen,Kolkata,UPI
ORD004721,CUST0473,2023-05-09,1998.45,Clothing,Ahmedabad,Debit Card
ORD000676,CUST0059,2023-02-19,903.26,Beauty,Jaipur,COD
ORD009782,CUST0978,2022-11-26,957.2,Clothing,Hyderabad,Debit Card
ORD008230,CUST0853,2022-05-14,579.64,Home & Kitchen,Kolkata,Debit Card
ORD006871,CUST0697,2023-10-04,1167.97,Beauty,Bangalore,NetBanking
ORD001963,CUST0188,2023-02-10,364.59,Clothing,Surat,UPI
ORD001841,CUST0172,2022-06-14,728.08,Electronics,Bangalore,Debit Card
ORD006623,CUST0669,2022-07-14,441.99,Home & Kitchen,Chennai,COD
ORD003106,CUST0318,2022-08-03,789.35,Home & Kitchen,Surat,UPI
ORD003523,CUST0357,2023-03-16,2656.5,Clothing,Surat,UPI
ORD005618,CUST0585,2022-12-25,366.28,Sports,Ahmedabad,Debit Card
ORD004852,CUST0491,2022-12-21,616.3,Clothing,Pune,UPI
ORD008713,CUST0888,2022-02-25,712.83,Home & Kitchen,Bangalore,NetBanking
ORD008142,CUST0845,2022-05-30,524.85,Books,Kolkata,Debit Card
ORD009236,CUST0933,2023-10-24,472.85,Sports,Surat,Debit Card
ORD008162,CUST0847,2023-10-06,3348.84,Books,Hyderabad,UPI
ORD000412,CUST0038,2022-12-08,3680.1,Clothing,Chennai,Credit Card
